INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
265403526,03/20/2023,19:00:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,"1,040,100","189,321",40.686146,-73.79862,POINT (-73.79862 40.686146)
271021661,07/08/2023,11:27:00,QUEENS,OUTSIDE,102,0,STREET,BEAUTY/NAIL SALON,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,028,856","192,785",40.695717,-73.839138,POINT (-73.839138 40.695717)
269312485,06/04/2023,21:02:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"962,219","163,860",40.616409,-74.079354,POINT (-74.079354 40.616409)
272365819,08/03/2023,19:29:00,BROOKLYN,INSIDE,67,0,COMMERCIAL,GROCERY/BODEGA,N,18-24,F,BLACK,18-24,M,BLACK,"1,005,850","179,669",40.659801,-73.922144,POINT (-73.922144 40.659801)
263401452,02/10/2023,16:24:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"1,002,692","220,879",40.772921,-73.933414,POINT (-73.933414 40.772921)
269229820,06/02/2023,04:19:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"999,634","235,961",40.814322,-73.94442,POINT (-73.94442 40.814322)
265339107,03/18/2023,15:45:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,<18,M,BLACK,18-24,M,BLACK,"997,995","235,238",40.812339,-73.950343,POINT (-73.950343 40.812339)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,013,973","247,558",40.846117,-73.892569,POINT (-73.892569 40.846117)
265354835,03/19/2023,23:48:00,BRONX,INSIDE,47,0,COMMERCIAL,GROCERY/BODEGA,N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,"1,025,687","268,586",40.903785,-73.850098,POINT (-73.850098 40.903785)
265354835,03/19/2023,23:48:00,BRONX,INSIDE,47,0,COMMERCIAL,GROCERY/BODEGA,Y,25-44,M,WHITE HISPANIC,18-24,M,BLACK,"1,025,687","268,586",40.903785,-73.850098,POINT (-73.850098 40.903785)
273520492,08/26/2023,22:43:00,BRONX,OUTSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK HISPANIC,"1,021,490","236,441",40.815576,-73.865461,POINT (-73.865461 40.815576)
270823204,07/05/2023,00:05:00,BRONX,OUTSIDE,45,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"1,032,747","239,087",40.822782,-73.824775,POINT (-73.824775 40.822782)
274396068,09/13/2023,10:03:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,BLACK,"1,001,561","230,531",40.799414,-73.937472,POINT (-73.937472 40.799414)
263349965,02/09/2023,17:37:00,MANHATTAN,OUTSIDE,14,0,STREET,(null),Y,18-24,M,BLACK,18-24,M,BLACK,"987,341","215,631",40.75853318,-73.98884266,POINT (-73.98884266 40.75853318)
262318300,01/21/2023,17:52:00,BRONX,OUTSIDE,43,0,VEHICLE,(null),N,<18,M,WHITE HISPANIC,<18,M,BLACK,"1,017,372","238,522",40.82130126,-73.88032931,POINT (-73.88032931 40.82130126)
264266619,02/26/2023,13:26:00,BRONX,OUTSIDE,48,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,"1,014,182","250,654",40.85461144,-73.89180071,POINT (-73.89180071 40.85461144)
264080895,02/22/2023,08:25:00,MANHATTAN,INSIDE,25,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,F,WHITE HISPANIC,"1,002,115","235,058",40.811838,-73.935461,POINT (-73.935461 40.811838)
270997565,07/08/2023,04:10:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,BLACK,"1,010,853","217,604",40.763909,-73.903965,POINT (-73.903965 40.763909)
267267403,04/25/2023,18:15:00,BRONX,OUTSIDE,40,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,008,067","236,070",40.814603,-73.913955,POINT (-73.913955 40.814603)
262334288,01/21/2023,21:17:00,BROOKLYN,OUTSIDE,63,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,"1,003,231","167,629",40.626762,-73.931618,POINT (-73.931618 40.626762)
271171074,07/11/2023,08:30:00,BROOKLYN,INSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"1,010,830","181,517",40.664861,-73.90419,POINT (-73.90419 40.664861)
262067878,01/17/2023,15:00:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,"1,008,697","171,612",40.63768,-73.911914,POINT (-73.911914 40.63768)
268199269,05/13/2023,03:17:00,BRONX,OUTSIDE,48,0,STREET,(null),N,<18,M,BLACK,25-44,F,BLACK HISPANIC,"1,013,706","252,409",40.85943,-73.893513,POINT (-73.893513 40.85943)
272585007,08/08/2023,05:58:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,"1,004,637","253,426",40.862248,-73.926296,POINT (-73.926296 40.862248)
271916392,07/26/2023,00:19:00,MANHATTAN,OUTSIDE,24,0,STREET,(null),N,18-24,M,BLACK,<18,M,WHITE HISPANIC,"992,129","227,985",40.79244,-73.971544,POINT (-73.971544 40.79244)
265403527,03/20/2023,02:00:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,014,095","178,524",40.656636,-73.892433,POINT (-73.892433 40.656636)
265006012,03/12/2023,21:20:00,BROOKLYN,OUTSIDE,72,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"979,283","172,293",40.639581,-74.017896,POINT (-74.017896 40.639581)
271751339,07/23/2023,03:25:00,QUEENS,OUTSIDE,104,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"1,019,645","199,167",40.713275,-73.872323,POINT (-73.872323 40.713275)
270435994,06/26/2023,19:28:00,BRONX,OUTSIDE,43,0,STREET,GROCERY/BODEGA,N,18-24,M,BLACK,18-24,M,BLACK,"1,021,276","238,398",40.820946,-73.866221,POINT (-73.866221 40.820946)
270436625,06/26/2023,13:10:00,BROOKLYN,OUTSIDE,68,0,STREET,(null),N,(null),(null),(null),18-24,F,WHITE HISPANIC,"979,616","170,814",40.63552029,-74.01669615,POINT (-74.01669615 40.63552029)
270078983,06/19/2023,17:49:00,BROOKLYN,OUTSIDE,79,0,STREET,MULTI DWELL - APT BUILD,Y,(null),(null),(null),<18,M,BLACK,"1,000,794","192,312",40.694515,-73.940339,POINT (-73.940339 40.694515)
272098302,07/28/2023,20:58:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,"1,000,980","239,318",40.823533,-73.939551,POINT (-73.939551 40.823533)
272105042,07/29/2023,18:48:00,MANHATTAN,OUTSIDE,7,0,VEHICLE,(null),N,25-44,M,BLACK,25-44,F,WHITE HISPANIC,"987,522","202,349",40.722079,-73.988194,POINT (-73.988194 40.722079)
269977928,06/16/2023,23:53:00,MANHATTAN,OUTSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"999,192","230,148",40.798369,-73.94603,POINT (-73.94603 40.798369)
262145575,01/18/2023,16:49:00,QUEENS,OUTSIDE,105,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,"1,054,984","193,094",40.696395,-73.744911,POINT (-73.744911 40.696395)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,N,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,"1,011,755","250,279",,,
274833990,09/22/2023,19:36:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,F,BLACK,25-44,M,BLACK,"1,011,517","251,858",40.857926,-73.901426,POINT (-73.901426 40.857926)
274445543,09/14/2023,12:30:00,BRONX,OUTSIDE,40,0,STREET,(null),N,18-24,M,BLACK,25-44,F,WHITE HISPANIC,"1,006,614","233,501",40.80755382044926,-73.91921496573,POINT (-73.91921496573 40.80755382044926)
265005885,03/12/2023,18:13:00,BRONX,OUTSIDE,42,0,STREET,(null),N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"1,015,164","243,709",40.835548,-73.888282,POINT (-73.888282 40.835548)
270996251,07/08/2023,00:30:00,BROOKLYN,OUTSIDE,73,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"1,007,301","184,134",40.672053,-73.916899,POINT (-73.916899 40.672053)
270085085,06/19/2023,21:47:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),Y,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,"1,000,078","237,692",40.819072,-73.942811,POINT (-73.942811 40.819072)
268958473,05/28/2023,00:40:00,BROOKLYN,OUTSIDE,84,0,STREET,(null),N,(null),(null),(null),45-64,F,BLACK,"988,457","194,516",40.70057721,-73.98482752,POINT (-73.98482752 40.70057721)
271076528,07/10/2023,00:06:00,MANHATTAN,OUTSIDE,5,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,WHITE HISPANIC,18-24,F,WHITE HISPANIC,"984,984","197,590",40.709018,-73.997352,POINT (-73.997352 40.709018)
272166515,07/31/2023,11:44:00,BROOKLYN,OUTSIDE,67,0,DWELLING,PVT HOUSE,N,(null),(null),(null),18-24,M,BLACK,"1,004,736","178,891",40.65767,-73.926165,POINT (-73.926165 40.65767)
264657995,03/06/2023,16:44:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,<18,M,BLACK HISPANIC,45-64,M,BLACK HISPANIC,"1,017,703","182,860",40.66852195,-73.87941026,POINT (-73.87941026 40.66852195)
263482955,02/12/2023,00:58:00,BROOKLYN,OUTSIDE,63,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"1,002,301","166,406",40.623406,-73.934972,POINT (-73.934972 40.623406)
268302279,05/15/2023,19:30:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"999,516","192,804",40.695867,-73.944946,POINT (-73.944946 40.695867)
265005885,03/12/2023,18:13:00,BRONX,OUTSIDE,42,0,STREET,(null),N,<18,M,BLACK,25-44,M,WHITE HISPANIC,"1,015,164","243,709",40.835548,-73.888282,POINT (-73.888282 40.835548)
266246632,04/05/2023,15:20:00,QUEENS,OUTSIDE,103,0,STREET,(null),N,18-24,M,BLACK,18-24,M,WHITE,"1,039,987","196,083",40.704704,-73.798972,POINT (-73.798972 40.704704)
269499873,06/07/2023,19:00:00,BRONX,OUTSIDE,42,0,STREET,MULTI DWELL - APT BUILD,N,18-24,F,BLACK,25-44,M,BLACK HISPANIC,"1,008,690","238,862",,,
266427561,04/08/2023,18:50:00,BROOKLYN,OUTSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,"1,010,707","182,887",40.668621,-73.904627,POINT (-73.904627 40.668621)
272657013,08/09/2023,16:20:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK,<18,M,BLACK HISPANIC,"1,007,927","244,949",40.838974,-73.914429,POINT (-73.914429 40.838974)
266473080,04/10/2023,18:17:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,18-24,M,WHITE HISPANIC,45-64,M,BLACK,"1,010,273","183,041",40.669045,-73.906191,POINT (-73.906191 40.669045)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,Y,45-64,M,WHITE HISPANIC,18-24,M,BLACK,"1,013,973","247,558",40.846117,-73.892569,POINT (-73.892569 40.846117)
265006013,03/11/2023,05:40:00,BROOKLYN,INSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,45-64,M,BLACK,"998,286","189,884",40.687855,-73.949388,POINT (-73.949388 40.687855)
272103285,07/30/2023,03:50:00,QUEENS,OUTSIDE,110,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,BLACK,18-24,M,BLACK,"1,016,250","208,615",40.739221,-73.884524,POINT (-73.884524 40.739221)
264600808,03/04/2023,18:29:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,BLACK,"1,001,899","221,193",40.773785,-73.936279,POINT (-73.936279 40.773785)
262334289,01/21/2023,04:00:00,QUEENS,OUTSIDE,110,0,STREET,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,F,BLACK,"1,016,250","208,615",40.739221,-73.884524,POINT (-73.884524 40.739221)
264366464,02/28/2023,02:06:00,MANHATTAN,INSIDE,32,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,"1,000,489","236,574",40.816002,-73.941332,POINT (-73.941332 40.816002)
263189901,02/07/2023,09:00:00,BRONX,OUTSIDE,42,0,STREET,COMMERCIAL BLDG,Y,25-44,M,BLACK,25-44,M,BLACK,"1,009,186","241,383",40.829182,-73.909895,POINT (-73.909895 40.829182)
271942770,07/26/2023,12:07:00,BROOKLYN,OUTSIDE,78,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"986,810","184,017",40.671762,-73.99077,POINT (-73.99077 40.671762)
267683271,05/03/2023,13:54:00,BRONX,OUTSIDE,46,0,STREET,(null),N,45-64,M,WHITE HISPANIC,45-64,F,BLACK,"1,012,618","253,306",40.861898,-73.897441,POINT (-73.897441 40.861898)
271021661,07/08/2023,11:27:00,QUEENS,OUTSIDE,102,0,STREET,BEAUTY/NAIL SALON,Y,25-44,M,WHITE HISPANIC,65+,M,ASIAN / PACIFIC ISLANDER,"1,028,856","192,785",40.695717,-73.839138,POINT (-73.839138 40.695717)
273135999,08/19/2023,01:35:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"997,408","237,516",40.818593,-73.95246,POINT (-73.95246 40.818593)
262696073,01/29/2023,17:00:00,MANHATTAN,OUTSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,18-24,M,BLACK,<18,M,BLACK,"1,001,038","226,536",40.78845,-73.939372,POINT (-73.939372 40.78845)
263141402,02/06/2023,10:16:00,BROOKLYN,OUTSIDE,69,0,STREET,MULTI DWELL - APT BUILD,Y,18-24,M,BLACK,18-24,M,BLACK,"1,010,541","175,595",,,
271171077,07/11/2023,17:47:00,BRONX,OUTSIDE,52,0,STREET,(null),N,<18,M,BLACK,18-24,M,BLACK HISPANIC,"1,012,759","254,893",40.86625092849689,-73.8969265960367,POINT (-73.8969265960367 40.86625092849689)
265681413,03/24/2023,22:30:00,QUEENS,OUTSIDE,109,0,STREET,(null),N,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,"1,029,969","216,851",40.761767,-73.834961,POINT (-73.834961 40.761767)
274020434,09/06/2023,15:37:00,BROOKLYN,OUTSIDE,79,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,"1,000,630","193,380",40.697447,-73.940928,POINT (-73.940928 40.697447)
273861424,09/03/2023,15:10:00,QUEENS,OUTSIDE,104,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,012,683","192,728",40.695626,-73.897462,POINT (-73.897462 40.695626)
265540891,02/07/2023,00:54:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"1,014,522","169,915",40.633002,-73.890935,POINT (-73.890935 40.633002)
274871515,09/23/2023,23:40:00,QUEENS,OUTSIDE,107,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,WHITE,25-44,M,WHITE HISPANIC,"1,035,560","206,352",40.732918,-73.814859,POINT (-73.814859 40.732918)
262145578,01/18/2023,20:51:00,BRONX,INSIDE,47,0,DWELLING,PVT HOUSE,Y,(null),(null),(null),18-24,M,BLACK,"1,030,239","264,466",40.892454,-73.833662,POINT (-73.833662 40.892454)
268390098,05/17/2023,06:28:00,BRONX,OUTSIDE,50,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,"1,012,305","260,618",40.881967,-73.898543,POINT (-73.898543 40.881967)
273146317,08/19/2023,13:43:00,MANHATTAN,OUTSIDE,5,0,PLAYGROUND,(null),N,25-44,M,BLACK,25-44,M,WHITE HISPANIC,"984,990","200,136",,,
269968284,06/16/2023,16:48:00,BRONX,OUTSIDE,46,0,STREET,(null),N,18-24,M,BLACK,45-64,M,WHITE HISPANIC,"1,012,479","252,484",40.85964,-73.897947,POINT (-73.897947 40.85964)
265816883,03/28/2023,21:20:00,BROOKLYN,OUTSIDE,79,0,COMMERCIAL,RESTAURANT/DINER,N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"1,001,031","188,116",40.682997,-73.939495,POINT (-73.939495 40.682997)
268126820,05/11/2023,15:30:00,BRONX,OUTSIDE,47,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,"1,022,133","261,091",40.883228,-73.862998,POINT (-73.862998 40.883228)
273129832,08/19/2023,01:39:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,"1,010,817","249,078",40.850298,-73.903968,POINT (-73.903968 40.850298)
262747864,01/30/2023,02:10:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,006,242","255,488",40.867904,-73.920484,POINT (-73.920484 40.867904)
261964438,01/15/2023,23:23:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,002,314","186,877",40.67959248,-73.93487298,POINT (-73.93487298 40.67959248)
264747807,03/08/2023,18:10:00,MANHATTAN,INSIDE,25,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,F,WHITE,25-44,M,BLACK,"1,001,487","232,707",40.805388,-73.937736,POINT (-73.937736 40.805388)
272774443,08/11/2023,13:06:00,BRONX,OUTSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,"1,007,521","250,574",40.854413,-73.915879,POINT (-73.915879 40.854413)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,Y,45-64,M,WHITE HISPANIC,45-64,M,BLACK,"1,013,973","247,558",40.846117,-73.892569,POINT (-73.892569 40.846117)
274564570,09/17/2023,01:09:00,BRONX,OUTSIDE,44,0,STREET,(null),Y,18-24,M,WHITE HISPANIC,65+,M,WHITE HISPANIC,"1,004,546","244,493",40.837731,-73.926651,POINT (-73.926651 40.837731)
268739003,05/23/2023,22:27:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,(null),(null),(null),<18,M,WHITE HISPANIC,"959,973","172,022",40.638805,-74.08747,POINT (-74.08747 40.638805)
270489846,06/27/2023,12:27:00,BRONX,INSIDE,41,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,BLACK,"1,012,221","238,552",40.821404,-73.898938,POINT (-73.898938 40.821404)
270556572,06/29/2023,00:29:00,BRONX,OUTSIDE,47,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,WHITE HISPANIC,"1,022,013","259,442",40.878703,-73.86344,POINT (-73.86344 40.878703)
270036422,06/17/2023,23:30:00,BRONX,OUTSIDE,48,0,STREET,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,"1,017,495","246,631",40.843558,-73.879842,POINT (-73.879842 40.843558)
270489848,06/27/2023,12:50:00,BROOKLYN,INSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,N,<18,M,BLACK,<18,F,BLACK,"1,008,245","183,796",,,
267811916,05/05/2023,20:31:00,MANHATTAN,OUTSIDE,25,0,PARKING LOT,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,"1,005,162","227,657",40.791518,-73.924476,POINT (-73.924476 40.791518)
274464112,09/14/2023,20:44:00,BRONX,OUTSIDE,48,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,017,336","246,011",40.841857,-73.880422,POINT (-73.880422 40.841857)
269683819,06/11/2023,21:14:00,BRONX,OUTSIDE,42,0,STREET,(null),Y,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,016,885","243,883",40.83602,-73.88206,POINT (-73.88206 40.83602)
273178545,08/20/2023,04:02:00,BRONX,OUTSIDE,43,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK HISPANIC,"1,018,110","240,290",40.826151124164,-73.87765398540141,POINT (-73.87765398540141 40.826151124164)
272475929,08/06/2023,20:30:00,MANHATTAN,OUTSIDE,33,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK HISPANIC,"1,002,321","247,330",40.84552029795545,-73.93468523101977,POINT (-73.93468523101977 40.84552029795545)
265246480,03/16/2023,16:22:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,"1,005,235","234,883",40.8113504,-73.92419197,POINT (-73.92419197 40.8113504)
266544383,04/11/2023,16:36:00,BROOKLYN,OUTSIDE,63,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,000,171","166,913",40.62479978,-73.94264636,POINT (-73.94264636 40.62479978)
269977927,06/16/2023,18:26:00,QUEENS,INSIDE,105,0,STREET,PVT HOUSE,N,(null),(null),(null),25-44,M,ASIAN / PACIFIC ISLANDER,"1,057,854","198,083",40.710065,-73.734509,POINT (-73.734509 40.710065)
266666628,04/13/2023,22:30:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,"962,170","168,013",40.627807,-74.079541,POINT (-74.079541 40.627807)
273837715,09/02/2023,04:19:00,QUEENS,OUTSIDE,102,0,STREET,(null),Y,18-24,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,"1,034,048","190,856",40.690394,-73.820431,POINT (-73.820431 40.690394)
271885037,07/25/2023,00:01:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,"998,235","173,191",40.642035,-73.949607,POINT (-73.949607 40.642035)
267857368,05/07/2023,01:10:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,"1,007,864","193,604",40.698045,-73.914838,POINT (-73.914838 40.698045)
270085087,06/19/2023,22:05:00,MANHATTAN,OUTSIDE,33,0,OTHER,(null),N,(null),(null),(null),18-24,F,BLACK,"1,001,891","245,600",,,
265750629,03/27/2023,17:30:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,<18,M,BLACK,25-44,M,BLACK,"1,001,899","221,193",40.773785,-73.936279,POINT (-73.936279 40.773785)
262270873,01/20/2023,13:28:00,BRONX,OUTSIDE,52,0,OTHER,MULTI DWELL - APT BUILD,N,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,"1,015,428","255,894",40.868991,-73.887271,POINT (-73.887271 40.868991)
272096923,07/29/2023,08:00:00,BROOKLYN,INSIDE,73,0,COMMERCIAL,BAR/NIGHT CLUB,Y,(null),(null),(null),25-44,M,BLACK,"1,009,759","185,857",40.676776,-73.908032,POINT (-73.908032 40.676776)
263357861,02/09/2023,14:30:00,MANHATTAN,OUTSIDE,7,0,STREET,(null),N,<18,M,WHITE HISPANIC,18-24,M,ASIAN / PACIFIC ISLANDER,"986,978","199,303",40.713718,-73.990157,POINT (-73.990157 40.713718)
261194183,01/01/2023,05:55:00,BRONX,OUTSIDE,47,0,STREET,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,F,BLACK,"1,023,283","264,964",40.893855,-73.858817,POINT (-73.858817 40.893855)
267857369,05/07/2023,01:59:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,001,469","241,128",40.82849931,-73.93778057,POINT (-73.93778057 40.82849931)
271656067,07/20/2023,08:00:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,"1,001,463","190,640",40.689924,-73.937928,POINT (-73.937928 40.689924)
262679246,01/28/2023,05:46:00,BRONX,OUTSIDE,44,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK,"1,007,072","239,961",40.825285,-73.917538,POINT (-73.917538 40.825285)
270939177,07/05/2023,23:00:00,QUEENS,INSIDE,115,0,DWELLING,PVT HOUSE,Y,25-44,M,BLACK,25-44,M,BLACK,"1,021,707","215,698",40.758641,-73.864791,POINT (-73.864791 40.758641)
268737289,05/23/2023,19:09:00,MANHATTAN,OUTSIDE,33,0,STREET,GROCERY/BODEGA,Y,18-24,M,BLACK,65+,M,ASIAN / PACIFIC ISLANDER,"1,000,197","244,402",40.83749,-73.942368,POINT (-73.942368 40.83749)
266427562,04/08/2023,01:34:00,QUEENS,OUTSIDE,113,0,STREET,BAR/NIGHT CLUB,Y,25-44,M,BLACK,18-24,M,BLACK,"1,042,597","190,985",40.690696,-73.789601,POINT (-73.789601 40.690696)
272238341,08/01/2023,09:12:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,"1,001,004","179,354",40.658947,-73.939614,POINT (-73.939614 40.658947)
265354390,03/19/2023,01:48:00,BRONX,OUTSIDE,48,0,STREET,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,M,WHITE HISPANIC,"1,015,448","250,935",40.855379,-73.88722,POINT (-73.88722 40.855379)
271751341,07/22/2023,16:15:00,BROOKLYN,OUTSIDE,70,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,"996,850","173,739",40.643542,-73.954595,POINT (-73.954595 40.643542)
266356479,04/07/2023,15:30:00,BRONX,INSIDE,47,0,OTHER,HOSPITAL,N,(null),(null),(null),25-44,M,BLACK,"1,022,732","265,194",40.894489,-73.86081,POINT (-73.86081 40.894489)
264530498,03/03/2023,00:46:00,BRONX,OUTSIDE,46,0,OTHER,GAS STATION,N,(null),(null),(null),45-64,M,BLACK,"1,011,431","247,605",40.846253,-73.901755,POINT (-73.901755 40.846253)
268295740,05/15/2023,20:41:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,BLACK,"1,040,097","186,349",40.677988,-73.798655,POINT (-73.798655 40.677988)
273233816,08/21/2023,12:44:00,MANHATTAN,OUTSIDE,28,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,"996,736","231,658",40.802516,-73.954899,POINT (-73.954899 40.802516)
