INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
262334290,01/21/2023,22:23:00,BRONX,OUTSIDE,44,0,OTHER,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,"1,007,674","242,091",40.83113,-73.915354,POINT (-73.915354 40.83113)
264689062,03/07/2023,21:32:00,MANHATTAN,INSIDE,30,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,M,BLACK,25-44,M,BLACK,"999,923","241,388",40.829217,-73.943363,POINT (-73.943363 40.829217)
273178544,08/20/2023,06:50:00,BRONX,INSIDE,44,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,BLACK HISPANIC,45-64,M,BLACK HISPANIC,"1,005,701","245,266",40.839849,-73.922473,POINT (-73.922473 40.839849)
268199266,05/12/2023,22:10:00,MANHATTAN,OUTSIDE,24,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,<18,F,WHITE HISPANIC,"993,952","229,422",40.796382,-73.964958,POINT (-73.964958 40.796382)
262278067,01/21/2023,00:36:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,25-44,F,BLACK,"999,634","235,961",40.814322,-73.94442,POINT (-73.94442 40.814322)
275142941,09/29/2023,00:30:00,QUEENS,OUTSIDE,102,0,STREET,PVT HOUSE,N,25-44,M,BLACK,25-44,M,BLACK,"1,033,435","193,797",40.69847,-73.822618,POINT (-73.822618 40.69847)
264600809,03/04/2023,18:25:00,MANHATTAN,OUTSIDE,33,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,"1,001,247","247,436",40.845816,-73.938566,POINT (-73.938566 40.845816)
272238344,08/01/2023,15:45:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),65+,M,BLACK,"1,009,534","179,224",40.658571,-73.90887,POINT (-73.90887 40.658571)
269679658,06/10/2023,04:44:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,"1,005,702","247,211",40.845188,-73.922462,POINT (-73.922462 40.845188)
264658458,03/06/2023,15:17:00,MANHATTAN,OUTSIDE,18,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,"986,131","218,089",40.765282,-73.99321,POINT (-73.99321 40.765282)
262696074,01/29/2023,12:47:00,BROOKLYN,INSIDE,83,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,BLACK,"1,008,352","189,038",40.685512,-73.913093,POINT (-73.913093 40.685512)
271052452,07/09/2023,23:19:00,BRONX,OUTSIDE,48,0,STREET,(null),N,<18,M,BLACK,18-24,M,BLACK,"1,015,629","246,174",40.842311,-73.886588,POINT (-73.886588 40.842311)
273532245,08/27/2023,17:00:00,BRONX,OUTSIDE,43,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,"1,022,816","238,673",40.821694,-73.860656,POINT (-73.860656 40.821694)
270143489,06/20/2023,07:47:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,009,920","249,702",40.852012,-73.907209,POINT (-73.907209 40.852012)
266775507,04/15/2023,06:23:00,MANHATTAN,INSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,25-44,F,WHITE HISPANIC,"1,000,121","229,191",40.795739,-73.94268,POINT (-73.94268 40.795739)
267811917,05/05/2023,22:10:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,"1,016,100","247,338",40.845504,-73.88488,POINT (-73.88488 40.845504)
270814571,07/04/2023,00:53:00,MANHATTAN,OUTSIDE,32,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),<18,M,BLACK,"999,899","238,684",40.821797,-73.943457,POINT (-73.943457 40.821797)
270274908,06/22/2023,00:53:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"1,008,608","238,678",40.82176,-73.911992,POINT (-73.911992 40.82176)
270017979,06/17/2023,21:58:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,001,248","238,873",40.8223104,-73.93858484,POINT (-73.93858484 40.8223104)
261254613,01/02/2023,19:38:00,BRONX,OUTSIDE,52,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,"1,012,886","253,829",40.86333,-73.896468,POINT (-73.896468 40.86333)
271656067,07/20/2023,08:00:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),Y,45-64,M,BLACK,25-44,M,BLACK,"1,001,463","190,640",40.689924,-73.937928,POINT (-73.937928 40.689924)
272881672,08/14/2023,05:55:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,001,028","240,331",40.826315,-73.939375,POINT (-73.939375 40.826315)
274396068,09/13/2023,10:03:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,18-24,M,WHITE HISPANIC,25-44,M,BLACK,"1,001,561","230,531",40.799414,-73.937472,POINT (-73.937472 40.799414)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,011,755","250,279",,,
268973602,05/27/2023,21:25:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,BLACK HISPANIC,25-44,M,BLACK,"1,022,965","182,558",40.667673,-73.860441,POINT (-73.860441 40.667673)
274873180,09/24/2023,03:44:00,BRONX,OUTSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"1,012,201","240,878",40.827787,-73.899001,POINT (-73.899001 40.827787)
272475929,08/06/2023,20:30:00,MANHATTAN,OUTSIDE,33,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,002,321","247,330",40.84552029795545,-73.93468523101977,POINT (-73.93468523101977 40.84552029795545)
271352164,07/14/2023,00:38:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"996,959","232,155",40.803881,-73.954092,POINT (-73.954092 40.803881)
267859151,05/06/2023,04:30:00,BRONX,OUTSIDE,48,0,STREET,BAR/NIGHT CLUB,Y,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,"1,013,434","248,939",40.849909,-73.894509,POINT (-73.894509 40.849909)
266051445,04/01/2023,22:07:00,BRONX,INSIDE,40,0,COMMERCIAL,GROCERY/BODEGA,N,18-24,M,ASIAN / PACIFIC ISLANDER,25-44,M,WHITE HISPANIC,"1,007,539","236,330",40.815318,-73.915863,POINT (-73.915863 40.815318)
267115002,04/22/2023,20:48:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"996,148","181,563",40.665018,-73.957111,POINT (-73.957111 40.665018)
270758365,07/03/2023,04:30:00,BRONX,INSIDE,42,0,STREET,BAR/NIGHT CLUB,N,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,"1,010,546","245,192",40.839633,-73.904964,POINT (-73.904964 40.839633)
265744133,03/27/2023,11:08:00,BROOKLYN,OUTSIDE,88,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"989,926","192,765",40.695772,-73.979528,POINT (-73.979528 40.695772)
261968807,01/13/2023,22:12:00,MANHATTAN,OUTSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),25-44,M,BLACK,"997,937","227,357",40.79071,-73.950569,POINT (-73.950569 40.79071)
269184587,06/01/2023,16:07:00,BRONX,OUTSIDE,44,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,F,BLACK HISPANIC,"1,008,392","241,796",40.830318,-73.912759,POINT (-73.912759 40.830318)
271885038,07/25/2023,03:30:00,MANHATTAN,OUTSIDE,26,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,"987,984","214,497",40.755421,-73.986522,POINT (-73.986522 40.755421)
266183424,04/04/2023,22:25:00,BRONX,OUTSIDE,48,0,STREET,(null),N,25-44,M,WHITE HISPANIC,<18,M,BLACK,"1,015,592","245,489",40.84043016,-73.88672794,POINT (-73.88672794 40.84043016)
268390098,05/17/2023,06:28:00,BRONX,OUTSIDE,50,0,STREET,(null),Y,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,"1,012,305","260,618",40.881967,-73.898543,POINT (-73.898543 40.881967)
265681414,03/25/2023,17:14:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,010,049","183,477",40.67024109,-73.90699864,POINT (-73.90699864 40.67024109)
271021661,07/08/2023,11:27:00,QUEENS,OUTSIDE,102,0,STREET,BEAUTY/NAIL SALON,Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,028,856","192,785",40.695717,-73.839138,POINT (-73.839138 40.695717)
266610830,04/12/2023,21:55:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK HISPANIC,"1,019,996","187,002",40.679883,-73.87112,POINT (-73.87112 40.679883)
272301554,08/02/2023,00:00:00,BRONX,INSIDE,43,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,"1,019,535","242,890",40.833282,-73.872489,POINT (-73.872489 40.833282)
270017981,06/18/2023,00:52:00,BRONX,OUTSIDE,46,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,"1,007,891","248,741",40.849382,-73.914547,POINT (-73.914547 40.849382)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,Y,25-44,M,WHITE HISPANIC,25-44,M,BLACK,"1,013,973","247,558",40.846117,-73.892569,POINT (-73.892569 40.846117)
272480003,08/06/2023,19:28:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"996,348","185,218",40.675049072271406,-73.95638546480053,POINT (-73.95638546480053 40.675049072271406)
265750631,03/27/2023,15:15:00,BROOKLYN,OUTSIDE,75,0,COMMERCIAL,GROCERY/BODEGA,N,18-24,M,BLACK,18-24,M,BLACK,"1,014,841","182,881",40.668591,-73.889724,POINT (-73.889724 40.668591)
272657013,08/09/2023,16:20:00,BRONX,OUTSIDE,44,0,STREET,(null),N,<18,M,WHITE HISPANIC,<18,M,BLACK HISPANIC,"1,007,927","244,949",40.838974,-73.914429,POINT (-73.914429 40.838974)
274675146,09/19/2023,23:55:00,BROOKLYN,OUTSIDE,90,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"999,668","195,748",40.703949,-73.944391,POINT (-73.944391 40.703949)
269966564,06/16/2023,09:38:00,QUEENS,OUTSIDE,100,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,"1,040,183","155,278",40.592703,-73.798601,POINT (-73.798601 40.592703)
268737289,05/23/2023,19:09:00,MANHATTAN,OUTSIDE,33,0,STREET,GROCERY/BODEGA,Y,<18,M,WHITE HISPANIC,65+,M,ASIAN / PACIFIC ISLANDER,"1,000,197","244,402",40.83749,-73.942368,POINT (-73.942368 40.83749)
263290678,02/08/2023,14:02:00,BROOKLYN,OUTSIDE,90,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK HISPANIC,"1,002,330","195,746",40.7039358,-73.93479149,POINT (-73.93479149 40.7039358)
268619594,05/20/2023,05:57:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK HISPANIC,"1,004,119","243,505",40.835019,-73.928198,POINT (-73.928198 40.835019)
270825478,07/05/2023,02:20:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,"1,009,205","180,903",40.66318,-73.91005,POINT (-73.91005 40.66318)
262334289,01/21/2023,04:00:00,QUEENS,OUTSIDE,110,0,STREET,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,M,BLACK,"1,016,250","208,615",40.739221,-73.884524,POINT (-73.884524 40.739221)
274445543,09/14/2023,12:30:00,BRONX,OUTSIDE,40,0,STREET,(null),Y,18-24,M,BLACK,65+,F,WHITE HISPANIC,"1,006,614","233,501",40.80755382044926,-73.91921496573,POINT (-73.91921496573 40.80755382044926)
262316278,01/21/2023,14:50:00,QUEENS,OUTSIDE,113,0,STREET,PVT HOUSE,N,18-24,M,BLACK,18-24,M,BLACK,"1,044,786","187,855",40.682091,-73.781735,POINT (-73.781735 40.682091)
274180041,09/10/2023,01:28:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,022,732","265,194",40.894489,-73.86081,POINT (-73.86081 40.894489)
265006011,03/11/2023,13:45:00,BROOKLYN,INSIDE,67,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,BLACK,"1,002,297","175,828",40.649267,-73.934961,POINT (-73.934961 40.649267)
271818920,07/24/2023,21:45:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,BLACK HISPANIC,"1,003,257","255,828",40.86884279179812,-73.93127811222519,POINT (-73.93127811222519 40.86884279179812)
272585006,08/08/2023,12:23:00,BRONX,OUTSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK HISPANIC,25-44,M,BLACK,"1,009,695","243,534",40.835085,-73.908047,POINT (-73.908047 40.835085)
270836517,07/05/2023,02:21:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,18-24,M,BLACK,"1,011,263","251,671",40.857414,-73.902346,POINT (-73.902346 40.857414)
268973601,05/28/2023,23:30:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK,18-24,M,BLACK HISPANIC,"1,004,418","234,736",40.81094883,-73.92714381,POINT (-73.92714381 40.81094883)
270033865,06/18/2023,15:15:00,BRONX,INSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"1,009,347","235,307",40.812505,-73.909335,POINT (-73.909335 40.812505)
274517247,09/16/2023,00:40:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),45-64,F,ASIAN / PACIFIC ISLANDER,"1,030,191","262,825",40.887949,-73.833845,POINT (-73.833845 40.887949)
274020434,09/06/2023,15:37:00,BROOKLYN,OUTSIDE,79,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,F,BLACK,"1,000,630","193,380",40.697447,-73.940928,POINT (-73.940928 40.697447)
266051446,04/01/2023,22:20:00,BROOKLYN,OUTSIDE,88,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"991,561","193,249",40.6971,-73.973631,POINT (-73.973631 40.6971)
272585007,08/08/2023,05:58:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"1,004,637","253,426",40.862248,-73.926296,POINT (-73.926296 40.862248)
265403881,03/20/2023,22:45:00,BROOKLYN,INSIDE,61,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,25-44,M,WHITE,"1,001,473","156,122",40.595179,-73.937983,POINT (-73.937983 40.595179)
267492350,04/29/2023,14:25:00,BROOKLYN,OUTSIDE,78,0,STREET,(null),N,25-44,M,WHITE,25-44,M,BLACK,"994,465","178,990",40.657958,-73.963183,POINT (-73.963183 40.657958)
261444577,01/04/2023,21:13:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,001,562","239,443",40.823875,-73.937448,POINT (-73.937448 40.823875)
271171077,07/11/2023,17:47:00,BRONX,OUTSIDE,52,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK HISPANIC,"1,012,759","254,893",40.86625092849689,-73.8969265960367,POINT (-73.8969265960367 40.86625092849689)
273522775,08/26/2023,06:00:00,BRONX,INSIDE,49,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,45-64,M,BLACK,45-64,F,BLACK,"1,020,546","255,511",40.867919,-73.868768,POINT (-73.868768 40.867919)
271916392,07/26/2023,00:19:00,MANHATTAN,OUTSIDE,24,0,STREET,(null),N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"992,129","227,985",40.79244,-73.971544,POINT (-73.971544 40.79244)
271581475,07/19/2023,13:50:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,45-64,M,BLACK,18-24,M,BLACK,"1,018,471","187,914",40.68239109752905,-73.87661615409512,POINT (-73.87661615409512 40.68239109752905)
273129832,08/19/2023,01:39:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"1,010,817","249,078",40.850298,-73.903968,POINT (-73.903968 40.850298)
273816262,09/02/2023,02:40:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,45-64,M,BLACK,25-44,M,BLACK,"1,008,644","248,397",40.848435,-73.911826,POINT (-73.911826 40.848435)
272105040,07/30/2023,08:00:00,BROOKLYN,OUTSIDE,73,0,PARKING LOT,(null),N,(null),(null),(null),25-44,M,BLACK,"1,007,907","188,967",40.68531587867001,-73.9147009390438,POINT (-73.9147009390438 40.68531587867001)
262808152,01/31/2023,21:15:00,BROOKLYN,INSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,N,<18,M,BLACK,<18,M,BLACK,"1,008,949","180,854",40.663046,-73.910971,POINT (-73.910971 40.663046)
268913486,05/27/2023,01:52:00,MANHATTAN,OUTSIDE,24,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"993,952","229,422",40.796382,-73.964958,POINT (-73.964958 40.796382)
261843719,01/11/2023,21:15:00,QUEENS,INSIDE,104,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),18-24,F,WHITE HISPANIC,"1,010,041","203,018",40.723879,-73.906951,POINT (-73.906951 40.723879)
274675145,09/19/2023,20:16:00,BROOKLYN,OUTSIDE,67,0,STREET,PVT HOUSE,N,(null),(null),(null),45-64,F,BLACK,"998,235","173,191",40.642035,-73.949607,POINT (-73.949607 40.642035)
268440540,05/17/2023,20:47:00,BROOKLYN,OUTSIDE,88,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"992,375","188,772",40.684809,-73.970702,POINT (-73.970702 40.684809)
272815858,08/12/2023,02:43:00,BROOKLYN,INSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,25-44,M,BLACK,"1,001,139","192,774",40.695783,-73.939093,POINT (-73.939093 40.695783)
270656694,07/01/2023,02:40:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,011,060","178,314",40.656069,-73.903373,POINT (-73.903373 40.656069)
273577777,08/28/2023,16:40:00,MANHATTAN,INSIDE,25,0,COMMERCIAL,GROCERY/BODEGA,N,(null),(null),(null),18-24,M,BLACK,"1,001,692","231,503",40.802083,-73.936999,POINT (-73.936999 40.802083)
266427568,04/09/2023,19:48:00,MANHATTAN,INSIDE,28,0,COMMERCIAL,SMALL MERCHANT,Y,18-24,M,BLACK,25-44,M,BLACK,"999,409","233,697",40.808109,-73.945238,POINT (-73.945238 40.808109)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,N,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,011,755","250,279",,,
270823203,07/05/2023,01:10:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,010,373","238,278",40.820657,-73.905614,POINT (-73.905614 40.820657)
271532431,07/18/2023,23:54:00,BRONX,INSIDE,40,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,"1,006,566","239,026",40.82272,-73.919368,POINT (-73.919368 40.82272)
273035029,08/17/2023,09:02:00,BROOKLYN,OUTSIDE,75,0,STREET,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK,"1,018,725","182,229",40.666787,-73.875728,POINT (-73.875728 40.666787)
268067163,05/10/2023,20:26:00,QUEENS,OUTSIDE,113,0,STREET,PVT HOUSE,Y,(null),(null),(null),<18,F,BLACK,"1,051,618","189,117",40.685504,-73.757092,POINT (-73.757092 40.685504)
265124474,03/14/2023,11:09:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,25-44,M,BLACK,25-44,F,BLACK,"1,015,443","180,368",40.66169022,-73.88756851,POINT (-73.88756851 40.66169022)
273707248,08/30/2023,12:49:00,QUEENS,OUTSIDE,108,0,STREET,(null),N,25-44,M,BLACK HISPANIC,UNKNOWN,M,UNKNOWN,"1,013,575","208,711",40.739494,-73.894176,POINT (-73.894176 40.739494)
262334288,01/21/2023,21:17:00,BROOKLYN,OUTSIDE,63,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,"1,003,231","167,629",40.626762,-73.931618,POINT (-73.931618 40.626762)
265674098,03/25/2023,02:38:00,BRONX,OUTSIDE,48,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,015,450","247,021",40.84463555,-73.88723401,POINT (-73.88723401 40.84463555)
270085088,06/19/2023,18:50:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK HISPANIC,"962,873","174,172",,,
267855691,05/06/2023,19:40:00,QUEENS,OUTSIDE,103,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,041,717","197,008",,,
268973602,05/27/2023,21:25:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,Y,18-24,M,BLACK HISPANIC,25-44,M,BLACK,"1,022,965","182,558",40.667673,-73.860441,POINT (-73.860441 40.667673)
273699697,08/30/2023,21:00:00,BROOKLYN,OUTSIDE,90,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,BLACK,"994,402","196,047",40.704776,-73.963383,POINT (-73.963383 40.704776)
270335892,06/23/2023,16:13:00,BROOKLYN,OUTSIDE,68,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,"975,695","163,739",40.6161,-74.030812,POINT (-74.030812 40.6161)
274939049,09/25/2023,01:18:00,QUEENS,INSIDE,110,0,OTHER,HOSPITAL,N,(null),(null),(null),18-24,M,WHITE HISPANIC,"1,015,947","210,427",40.744195,-73.885607,POINT (-73.885607 40.744195)
265522341,03/22/2023,14:34:00,BRONX,OUTSIDE,42,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,"1,011,721","242,158",40.83130042,-73.90073162,POINT (-73.90073162 40.83130042)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,N,45-64,M,WHITE HISPANIC,18-24,M,BLACK,"1,013,973","247,558",40.846117,-73.892569,POINT (-73.892569 40.846117)
274633316,09/19/2023,01:29:00,MANHATTAN,OUTSIDE,24,0,STREET,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK,"991,558","226,956",40.78961486176856,-73.9736085726657,POINT (-73.9736085726657 40.78961486176856)
264775620,03/09/2023,01:40:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,"1,013,740","254,095",40.864058,-73.89338,POINT (-73.89338 40.864058)
269541208,06/08/2023,02:00:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"994,949","174,604",40.645919,-73.961443,POINT (-73.961443 40.645919)
262067876,01/17/2023,03:09:00,BRONX,OUTSIDE,48,0,STREET,(null),N,18-24,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,"1,016,391","249,523",40.85149942,-73.88382097,POINT (-73.88382097 40.85149942)
263499886,02/11/2023,05:00:00,BRONX,OUTSIDE,43,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK HISPANIC,"1,021,951","244,960",40.838955,-73.863746,POINT (-73.863746 40.838955)
263189901,02/07/2023,09:00:00,BRONX,OUTSIDE,42,0,STREET,COMMERCIAL BLDG,Y,18-24,F,BLACK,25-44,M,BLACK,"1,009,186","241,383",40.829182,-73.909895,POINT (-73.909895 40.829182)
270388044,06/25/2023,21:05:00,QUEENS,OUTSIDE,100,1,TRANSIT,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,035,329","152,802",,,
261579695,01/08/2023,01:15:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,"995,058","237,522",40.81861203,-73.96095199,POINT (-73.96095199 40.81861203)
267171825,04/24/2023,02:16:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,018,908","187,585",40.68148636,-73.87504224,POINT (-73.87504224 40.68148636)
274464113,09/14/2023,19:41:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),65+,M,WHITE HISPANIC,"1,008,051","247,302",40.845429860487535,-73.91397516413855,POINT (-73.91397516413855 40.845429860487535)
273857613,09/02/2023,20:00:00,MANHATTAN,OUTSIDE,23,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"999,614","227,020",40.789781,-73.944515,POINT (-73.944515 40.789781)
264838131,01/27/2023,18:00:00,BROOKLYN,INSIDE,81,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,M,BLACK,25-44,M,BLACK,"1,004,918","190,071",40.688354,-73.925473,POINT (-73.925473 40.688354)
271818282,07/24/2023,02:40:00,BRONX,INSIDE,46,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,"1,011,329","249,447",40.851308,-73.902116,POINT (-73.902116 40.851308)
266626262,04/13/2023,02:14:00,BRONX,OUTSIDE,43,0,STREET,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,F,WHITE HISPANIC,"1,021,853","242,624",40.832542,-73.864116,POINT (-73.864116 40.832542)
262882569,02/01/2023,19:00:00,BROOKLYN,OUTSIDE,75,0,COMMERCIAL,COMMERCIAL BLDG,Y,(null),(null),(null),25-44,M,BLACK,"1,021,156","185,782",40.676531,-73.866944,POINT (-73.866944 40.676531)
261907312,01/13/2023,15:13:00,BRONX,INSIDE,42,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,"1,014,365","242,623",40.832568,-73.891172,POINT (-73.891172 40.832568)
266645465,04/13/2023,12:15:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,45-64,M,WHITE,45-64,M,BLACK,"1,014,565","180,333",40.6616,-73.890732,POINT (-73.890732 40.6616)
